BO_INICIADO,BO_EMITIDO,PERIDOOCORRENCIA,DATAELABORACAO,LOGRADOURO,NUMERO,BAIRRO,CIDADE,UF,LATITUDE,LONGITUDE,
18/03/2019 17:30:22,18/03/2019 18:59:16,PELA MANHA,18/03/2019 17:30:22,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 17:30:22,18/03/2019 18:59:16,PELA MANHA,18/03/2019 17:30:22,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 17:30:22,18/03/2019 18:59:16,PELA MANHA,18/03/2019 17:30:22,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 17:30:22,18/03/2019 18:59:16,PELA MANHA,18/03/2019 17:30:22,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 18:58:08,18/03/2019 19:07:30,PELA MANHA,18/03/2019 18:58:08,RUA BACABAL,100,PARQUE INDUSTRIAL,S.JOSE DOS CAMPOS,SP,-23,2272413317143,
18/03/2019 19:13:53,18/03/2019 19:15:46,PELA MANHA,18/03/2019 19:13:53,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 19:13:53,18/03/2019 19:15:46,PELA MANHA,18/03/2019 19:13:53,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 19:13:53,18/03/2019 19:15:46,PELA MANHA,18/03/2019 19:13:53,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 19:13:53,18/03/2019 19:15:46,PELA MANHA,18/03/2019 19:13:53,AVENIDA JOSE SCARPEL,1,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,198483847,
18/03/2019 19:05:38,18/03/2019 19:40:55,A TARDE,18/03/2019 19:05:38,RUA ANTONIO SAES,25,CENTRO,S.JOSE DOS CAMPOS,SP,-23,187994478,
18/03/2019 23:38:19,19/03/2019 00:06:28,A NOITE,18/03/2019 23:38:19,AVENIDA CINCO,11,JARDIM MORUMBI,S.JOSE DOS CAMPOS,SP,-23,2602611773548,
19/03/2019 00:07:28,19/03/2019 00:37:39,PELA MANHA,19/03/2019 00:07:28,RUA JOSE DE ALENCAR,265,CENTRO,S.JOSE DOS CAMPOS,SP,-23,184513865862,Motorola
19/03/2019 12:26:51,19/03/2019 12:50:25,PELA MANHA,19/03/2019 12:26:51,RUA ANTONIO SAES,485,CENTRO,S.JOSE DOS CAMPOS,SP,-23,1839409226666,Samsung
19/03/2019 12:26:51,19/03/2019 12:50:25,PELA MANHA,19/03/2019 12:26:51,RUA ANTONIO SAES,485,CENTRO,S.JOSE DOS CAMPOS,SP,-23,1839409226666,Samsung
19/03/2019 14:13:40,19/03/2019 14:52:48,A NOITE,19/03/2019 14:13:40,AVENIDA ELISIO GALDINO SOBRINHO,186,JARDIM MORUMBI,S.JOSE DOS CAMPOS,SP,-23,2526341371818,Samsung
19/03/2019 19:20:43,19/03/2019 19:56:31,PELA MANHA,19/03/2019 19:20:43,RODOVIA PRESIDENTE DUTRA (BR 116),154,CONJUNTO RESIDENCIAL 31 DE MAR�O,S.JOSE DOS CAMPOS,SP,-23,2365174064828,
19/03/2019 19:11:13,19/03/2019 21:21:10,A TARDE,19/03/2019 19:11:13,RUA VINTE E SETE DE JULHO,1,JARDIM PAULISTA,S.JOSE DOS CAMPOS,SP,-23,1885839839999,
19/03/2019 21:38:12,19/03/2019 22:07:36,A NOITE,19/03/2019 21:38:12,AVENIDA JOS� MARCONDES PEREIRA,1,CENTRO,S.JOSE DOS CAMPOS,SP,-23,183230147,
20/03/2019 12:04:52,20/03/2019 12:19:54,A TARDE,20/03/2019 12:04:52,AVENIDA IROMMAN VICTOR GARRIDO,500,URBANOVA,S.JOSE DOS CAMPOS,SP,-23,2007916429999,
20/03/2019 14:18:52,20/03/2019 15:17:10,PELA MANHA,20/03/2019 14:18:52,RUA ALEXANDRINA MARIA DA CONCEICAO,470,JARDIM NOVA DETROIT,S.JOSE DOS CAMPOS,SP,-23,166515429,
20/03/2019 14:18:52,20/03/2019 15:17:10,PELA MANHA,20/03/2019 14:18:52,RUA ALEXANDRINA MARIA DA CONCEICAO,470,JARDIM NOVA DETROIT,S.JOSE DOS CAMPOS,SP,-23,166515429,
20/03/2019 14:18:52,20/03/2019 15:17:10,PELA MANHA,20/03/2019 14:18:52,RUA ALEXANDRINA MARIA DA CONCEICAO,470,JARDIM NOVA DETROIT,S.JOSE DOS CAMPOS,SP,-23,166515429,Motorola
20/03/2019 14:18:52,20/03/2019 15:17:10,PELA MANHA,20/03/2019 14:18:52,RUA ALEXANDRINA MARIA DA CONCEICAO,470,JARDIM NOVA DETROIT,S.JOSE DOS CAMPOS,SP,-23,166515429,Motorola
20/03/2019 22:43:41,20/03/2019 23:18:53,A NOITE,20/03/2019 22:43:41,RUA VEREADOR GERALDO NOGUEIRA DA SILVA,0,RES ESPERAN�A,CACAPAVA,SP,-23,1134126819999,
21/03/2019 09:54:34,21/03/2019 10:08:24,A NOITE,21/03/2019 09:54:34,RUA HELENA TIRELLO ALVARENGA SOUZA,160,PALMEIRAS DE S�O JOS�,S.JOSE DOS CAMPOS,SP,-23,23535900092,
21/03/2019 10:48:03,21/03/2019 11:00:57,A NOITE,21/03/2019 10:48:03,AVENIDA TIVOLI,0,VILA SANCHES,S.JOSE DOS CAMPOS,SP,-23,204865814,
21/03/2019 11:54:24,21/03/2019 11:54:06,A NOITE,21/03/2019 11:54:24,VIADUTO RAQUEL MARCONDES,0,CENTRO,S.JOSE DOS CAMPOS,SP,-23,1870878989999,
21/03/2019 11:54:58,21/03/2019 12:05:17,DE MADRUGADA,21/03/2019 11:54:58,RUA JOAQUIM BATISTA CARVALHO,65,JARDIM SANTA IN�S I,S.JOSE DOS CAMPOS,SP,-23,1746933185999,Motorola
21/03/2019 11:56:08,21/03/2019 12:09:18,PELA MANHA,21/03/2019 11:56:08,RUA COMENDADOR JO�O LOPES,130,CENTRO,CACAPAVA,SP,-23,1028772884468,
21/03/2019 11:56:08,21/03/2019 12:09:18,PELA MANHA,21/03/2019 11:56:08,RUA COMENDADOR JO�O LOPES,130,CENTRO,CACAPAVA,SP,-23,1028772884468,
21/03/2019 13:35:24,21/03/2019 18:00:38,PELA MANHA,21/03/2019 13:35:24,RUA BUDAPEST,201,JARDIM AUGUSTA,S.JOSE DOS CAMPOS,SP,-23,1974358636285,
21/03/2019 13:35:24,21/03/2019 18:00:38,PELA MANHA,21/03/2019 13:35:24,RUA BUDAPEST,201,JARDIM AUGUSTA,S.JOSE DOS CAMPOS,SP,-23,1974358636285,
21/03/2019 13:35:24,21/03/2019 18:00:38,PELA MANHA,21/03/2019 13:35:24,RUA BUDAPEST,201,JARDIM AUGUSTA,S.JOSE DOS CAMPOS,SP,-23,1974358636285,
21/03/2019 13:35:24,21/03/2019 18:00:38,PELA MANHA,21/03/2019 13:35:24,RUA BUDAPEST,201,JARDIM AUGUSTA,S.JOSE DOS CAMPOS,SP,-23,1974358636285,
21/03/2019 13:35:24,21/03/2019 18:00:38,PELA MANHA,21/03/2019 13:35:24,RUA BUDAPEST,201,JARDIM AUGUSTA,S.JOSE DOS CAMPOS,SP,-23,1974358636285,
21/03/2019 13:35:24,21/03/2019 18:00:38,PELA MANHA,21/03/2019 13:35:24,RUA BUDAPEST,201,JARDIM AUGUSTA,S.JOSE DOS CAMPOS,SP,-23,1974358636285,
21/03/2019 19:36:19,21/03/2019 20:23:14,A TARDE,21/03/2019 19:36:19,AVENIDA JOSE SCARPEL,1800,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,1996542529999,MOTOROLA
21/03/2019 23:12:04,21/03/2019 23:35:45,A NOITE,21/03/2019 23:12:04,RUA PROCOPIO FERREIRA,32,JARDIM NOVA DETROIT,S.JOSE DOS CAMPOS,SP,-23,1700891326406,
21/03/2019 23:12:04,21/03/2019 23:35:45,A NOITE,21/03/2019 23:12:04,RUA PROCOPIO FERREIRA,32,JARDIM NOVA DETROIT,S.JOSE DOS CAMPOS,SP,-23,1700891326406,
21/03/2019 23:32:30,21/03/2019 23:54:25,A NOITE,21/03/2019 23:32:30,RUA CORONEL JOSE MONTEIRO,10,CENTRO,S.JOSE DOS CAMPOS,SP,-23,1832145998888,Samsung
22/03/2019 14:22:42,22/03/2019 14:37:31,A TARDE,22/03/2019 14:22:42,AVENIDA JOSE SCARPEL,1800,PARQUE NOVA ESPERAN�A,S.JOSE DOS CAMPOS,SP,-23,1996542529999,MOTOROLA
22/03/2019 22:56:17,22/03/2019 23:19:14,A NOITE,22/03/2019 22:56:17,RUA JOSEFA ALBUQUERQUE DOS SANTOS,830,JARDIM MORUMBI,S.JOSE DOS CAMPOS,SP,-23,256249907,
22/03/2019 23:21:08,22/03/2019 23:41:06,PELA MANHA,22/03/2019 23:21:08,RODOVIA PRESIDENTE DUTRA KM 131,0,CENTRO,CACAPAVA,SP,-23,1028772884468,
22/03/2019 23:24:38,22/03/2019 23:42:17,A NOITE,22/03/2019 23:24:38,RUA JOSEFA ALBUQUERQUE DOS SANTOS,830,JARDIM MORUMBI,S.JOSE DOS CAMPOS,SP,-23,256249907,
23/03/2019 08:17:59,23/03/2019 08:43:51,A NOITE,23/03/2019 08:17:59,RUA AGUA BOA,45,BOSQUE DOS EUCALIPTOS,S.JOSE DOS CAMPOS,SP,-23,2380665986444,Samsung
23/03/2019 12:10:23,23/03/2019 12:54:49,A NOITE,23/03/2019 12:10:23,RUA ANTONIO PORFIRIO DA SILVA,1,JARDIM TOP�ZIO,S.JOSE DOS CAMPOS,SP,-23,193721156,
23/03/2019 11:32:37,23/03/2019 16:04:19,DE MADRUGADA,23/03/2019 11:32:37,RUA TUPA,47,RESIDENCIAL MARTINS PEREIRA,S.JOSE DOS CAMPOS,SP,-23,1886757064612,
23/03/2019 17:25:31,23/03/2019 17:55:35,A TARDE,23/03/2019 17:25:31,RUA ADONIAS DA SILVA,650,CAMPO DOS ALEM�ES,S.JOSE DOS CAMPOS,SP,-23,273472645,Samsung
24/03/2019 13:23:21,24/03/2019 13:35:52,A TARDE,24/03/2019 13:23:21,RUA JOSE NUNES DE PAULA,1,VILA ROSSI,S.JOSE DOS CAMPOS,SP,-23,170089585,
24/03/2019 18:52:25,24/03/2019 19:19:33,A TARDE,24/03/2019 18:52:25,AVENIDA OLIVIO GOMES,10,VILA ZIZINHA,S.JOSE DOS CAMPOS,SP,-23,1720860310633,
25/03/2019 09:06:58,25/03/2019 09:33:08,A TARDE,25/03/2019 09:06:58,RUA HAMILTON DE FREITAS,0,RESIDENCIAL GALO BRANCO,S.JOSE DOS CAMPOS,SP,-23,141482469,
25/03/2019 11:14:58,25/03/2019 11:25:36,PELA MANHA,25/03/2019 11:14:58,ACESSO AVENIDA ANTONIO DA COSTA NUNES,1,CAMPOS DE S�O JOS�,S.JOSE DOS CAMPOS,SP,-23,2097775409999,Samsung
25/03/2019 12:04:09,25/03/2019 12:25:17,A NOITE,25/03/2019 12:04:09,AVENIDA DO TUBARAO,0,PARQUE RESIDENCIAL AQU�RIUS,S.JOSE DOS CAMPOS,SP,-23,21733961,
25/03/2019 13:46:03,25/03/2019 13:49:33,A TARDE,25/03/2019 13:46:03,ESTRADA JOEL DE PAULA,0,CAP�O GROSSO,S.JOSE DOS CAMPOS,SP,-23,175604426,
25/03/2019 13:46:03,25/03/2019 13:49:33,A TARDE,25/03/2019 13:46:03,ESTRADA JOEL DE PAULA,0,CAP�O GROSSO,S.JOSE DOS CAMPOS,SP,-23,175604426,
25/03/2019 13:46:03,25/03/2019 13:49:33,A TARDE,25/03/2019 13:46:03,ESTRADA JOEL DE PAULA,0,CAP�O GROSSO,S.JOSE DOS CAMPOS,SP,-23,175604426,Motorola
25/03/2019 13:46:03,25/03/2019 13:49:33,A TARDE,25/03/2019 13:46:03,ESTRADA JOEL DE PAULA,0,CAP�O GROSSO,S.JOSE DOS CAMPOS,SP,-23,175604426,Motorola
25/03/2019 16:20:48,25/03/2019 16:46:58,A NOITE,25/03/2019 16:20:48,RUA OSLO,187,VILA LET�NIA,S.JOSE DOS CAMPOS,SP,-23,2129115293428,
25/03/2019 19:13:24,25/03/2019 19:57:25,A TARDE,25/03/2019 19:13:24,AVENIDA DOS ASTRONAUTAS,2204,PARQUE MARTIN CERER�,S.JOSE DOS CAMPOS,SP,-23,2102192209999,
26/03/2019 09:17:06,26/03/2019 09:39:16,A TARDE,26/03/2019 09:17:06,AVENIDA BRASIL,1001,JARDIM ITAMARATI,CACAPAVA,SP,-23,1097427746085,
26/03/2019 09:22:09,26/03/2019 09:52:12,A NOITE,26/03/2019 09:22:09,RUA GERALDO MESSIAS,10,VILA UNIDOS,S.JOSE DOS CAMPOS,SP,-23,156816308094,
26/03/2019 10:15:21,26/03/2019 10:38:18,A TARDE,26/03/2019 10:15:21,RUA TOM�S AUGUSTO DE OLIVEIRA,91,VILA SANTA ISABEL,CACAPAVA,SP,-23,112091392,
26/03/2019 11:48:28,26/03/2019 11:48:29,A NOITE,26/03/2019 11:48:28,RUA TSUNESSABURO MAKIGUTI,157,FLORADAS DE SAO JOSE,S.JOSE DOS CAMPOS,SP,-23,221482,
26/03/2019 11:10:02,26/03/2019 12:28:25,PELA MANHA,26/03/2019 11:10:02,RUA LAGOA SANTA,401,CHACARAS REUNIDAS,S.JOSE DOS CAMPOS,SP,-23,2524667788684,
26/03/2019 11:10:02,26/03/2019 12:28:25,PELA MANHA,26/03/2019 11:10:02,RUA LAGOA SANTA,401,CHACARAS REUNIDAS,S.JOSE DOS CAMPOS,SP,-23,2524667788684,
26/03/2019 11:10:02,26/03/2019 12:28:25,PELA MANHA,26/03/2019 11:10:02,RUA LAGOA SANTA,401,CHACARAS REUNIDAS,S.JOSE DOS CAMPOS,SP,-23,2524667788684,
26/03/2019 11:10:02,26/03/2019 12:28:25,PELA MANHA,26/03/2019 11:10:02,RUA LAGOA SANTA,401,CHACARAS REUNIDAS,S.JOSE DOS CAMPOS,SP,-23,2524667788684,
26/03/2019 11:10:02,26/03/2019 12:28:25,PELA MANHA,26/03/2019 11:10:02,RUA LAGOA SANTA,401,CHACARAS REUNIDAS,S.JOSE DOS CAMPOS,SP,-23,2524667788684,
26/03/2019 11:10:02,26/03/2019 12:28:25,PELA MANHA,26/03/2019 11:10:02,RUA LAGOA SANTA,401,CHACARAS REUNIDAS,S.JOSE DOS CAMPOS,SP,-23,2524667788684,
26/03/2019 16:57:34,26/03/2019 17:02:12,A NOITE,26/03/2019 16:57:34,RUA AGUA BOA,45,BOSQUE DOS EUCALIPTOS,S.JOSE DOS CAMPOS,SP,-23,2380665986444,SAMSUNG
27/03/2019 09:55:14,27/03/2019 10:11:00,A TARDE,27/03/2019 09:55:14,RUA FAUZE DIMAS LUMUMBA GONCALVES,27,JARDIM SANTA INES I,S.JOSE DOS CAMPOS,SP,-23,1705820254838,Motorola
27/03/2019 09:51:31,27/03/2019 10:15:16,PELA MANHA,27/03/2019 09:51:31,RODOVIA PRESIDENTE DUTRA KM 131,0,CENTRO,CACAPAVA,SP,-23,1028772884468,
27/03/2019 10:22:42,27/03/2019 10:35:56,A NOITE,27/03/2019 10:22:42,RUA MONTE DAS OLIVEIRAS,100,JARDIM ALTOS DE SANTANA,S.JOSE DOS CAMPOS,SP,-23,1634427451116,
27/03/2019 17:06:04,27/03/2019 17:18:28,DE MADRUGADA,27/03/2019 17:06:04,RODOVIA RODOVIA PRESIDENTE DUTRA,0,GENERAL MOTORS DO BRASIL S/A,S.JOSE DOS CAMPOS,SP,-23,168341843,
28/03/2019 09:36:58,28/03/2019 09:37:26,A NOITE,28/03/2019 09:36:58,AVENIDA MARIANA ANDRADE,1000,JARDIM MARIANA II,S.JOSE DOS CAMPOS,SP,-23,1214584539999,
28/03/2019 09:31:30,28/03/2019 09:43:20,A NOITE,28/03/2019 09:31:30,RUA GOVERNADOR ANDRE FRANCO MONTORO,1,RES ESPERANCA,CACAPAVA,SP,-23,2648364585122,
28/03/2019 10:55:44,28/03/2019 10:56:33,A NOITE,28/03/2019 10:55:44,RUA NEIDE MARILIA RIBEIRO,23,PARQUE RESIDENCIAL UNIAO,S.JOSE DOS CAMPOS,SP,-23,1751159000895,
28/03/2019 11:52:56,28/03/2019 11:52:56,A NOITE,28/03/2019 11:52:56,RUA DAS VIOLETAS,53,JARDIM MOTORAMA,S.JOSE DOS CAMPOS,SP,-23,1896994551428,
29/03/2019 10:52:47,29/03/2019 11:02:15,A TARDE,29/03/2019 10:52:47,RUA DEZENOVE DE MARCO,19,PARQUE NOVO HORIZONTE,S.JOSE DOS CAMPOS,SP,-23,179328185,Samsung
29/03/2019 11:22:23,29/03/2019 12:09:23,A NOITE,29/03/2019 11:22:23,PRACA RICARDO JOSE MOLINA,1,VILA INDUSTRIAL,S.JOSE DOS CAMPOS,SP,-23,179328185,
29/03/2019 11:22:23,29/03/2019 12:09:23,A NOITE,29/03/2019 11:22:23,PRACA RICARDO JOSE MOLINA,1,VILA INDUSTRIAL,S.JOSE DOS CAMPOS,SP,-23,1597575920236,
29/03/2019 13:12:59,29/03/2019 13:32:29,A NOITE,29/03/2019 13:12:59,,0,,S.JOSE DOS CAMPOS,SP,-23,188934692356,
29/03/2019 16:48:58,29/03/2019 17:08:35,A TARDE,29/03/2019 16:48:58,AVENIDA PICO DAS AGULHAS NEGRAS,1645,JARDIM ALTOS DE SANTANA,S.JOSE DOS CAMPOS,SP,-23,1921456476742,
29/03/2019 17:59:36,29/03/2019 18:35:35,A NOITE,29/03/2019 17:59:36,RUA TUPA,90,RESIDENCIAL MARTINS PEREIRA,S.JOSE DOS CAMPOS,SP,-23,183230147,
30/03/2019 09:56:00,30/03/2019 10:15:38,PELA MANHA,30/03/2019 09:56:00,AVENIDA SANTOS DUMONT,108,JARDIM SAO JOSE - CENTRO,S.JOSE DOS CAMPOS,SP,-23,173301,
30/03/2019 10:11:44,30/03/2019 10:28:46,PELA MANHA,30/03/2019 10:11:44,AVENIDA SAO JOSE,1,CENTRO,S.JOSE DOS CAMPOS,SP,-23,2056189209999,
